species_id,source_kind,source_id,name_ja,official_detail_url,official_level_or_grade,official_type_or_app_type,official_attribute,profile_sha256,profile_char_count,evidence_signals,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,bst,battle_type_1,battle_type_2,battle_type_status,catch_rate,exp_yield,growth_rate,confidence,derivation_version
1328,appmon,appmon_008,セットモン,https://digimon.net/appmon/detail.php?id=8,並,設定,ソーシャル,4d65dd724a9cf849716ef93a0289360078406025e613300f339f7671a6fe3f00,60,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1329,appmon,appmon_009,メッセモン,https://digimon.net/appmon/detail.php?id=9,並,メッセージ,ソーシャル,3c7e6a7ad551be2c1ea5e1e6eb8e67e8b779f66933a9f750325c689a85226164,51,attack:力:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,58,58,357,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1330,appmon,appmon_010,コソモン,https://digimon.net/appmon/detail.php?id=10,並,裏口コミ,ソーシャル,a08e943275606f4c70abe3c60eb49e1dfd0dbe7e6a79d56ffd648a8c293318e7,59,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1331,appmon,appmon_011,ロケットモン,https://digimon.net/appmon/detail.php?id=11,並,ロケット,ナビ,9cf8e14d95452f62bdd6207b4932badd4c87d96779baf8444d65970c05f65020,56,power:凄まじ:+3 ; speed:スピード:+4 ; special_attack:爆発:+3 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,63,63,63,81,77,63,410,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,175,170,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1332,appmon,appmon_012,ナビモン,https://digimon.net/appmon/detail.php?id=12,並,ナビ,ナビ,c4abca725df7a364f4c4a03b2bd0ecb62a2941c758691fe38c4edd9d233b5e38,60,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1333,appmon,appmon_013,ジェットモン,https://digimon.net/appmon/detail.php?id=13,並,フライト,ナビ,d9b186c45c2d903152d052e9c8d77f27a18762f2aeba6d4c4a7be35b281ddc4f,57,attack:力:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,58,58,357,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1334,appmon,appmon_014,レッシャモン,https://digimon.net/appmon/detail.php?id=14,並,乗換,ナビ,0129464c4148bae7eefe35158a3e328e57838dd50f84efd7296d8a85ad8e79f0,58,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1335,appmon,appmon_015,ウェザーモン,https://digimon.net/appmon/detail.php?id=15,並,天気,ナビ,bf66371119272f05a71e1042658765fad572522d66aa105c84b6c474e4afc32b,57,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1336,appmon,appmon_016,コンパスモン,https://digimon.net/appmon/detail.php?id=16,並,コンパス,ナビ,24139eb621c6160c9457f28beec64ffc13263c27e44bbb42843af8773d93612c,55,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1337,appmon,appmon_017,ヤドモン,https://digimon.net/appmon/detail.php?id=17,並,ホテル,ナビ,408411be30026342fa3b2457a4f8923d781bef842369d3c1340f686f5489a955,57,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1338,appmon,appmon_018,ニュースモン,https://digimon.net/appmon/detail.php?id=18,並,ニュース,ナビ,ee8578fac1d79475448bfd7439ab4143ef8c9a448c0c29c0a820dff2133db9a6,58,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1339,appmon,appmon_019,チュートモン,https://digimon.net/appmon/detail.php?id=19,並,解説,ナビ,eafa4b32326682913d766a2741547a0a85ae78c6e07dbd9a6b4181da4cec19c0,60,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1340,appmon,appmon_020,エムシーモン,https://digimon.net/appmon/detail.php?id=20,並,実況,ナビ,202802bec023c05ef471803f969e12c44ff252ccef162289c7a5ce28afbe5b8c,53,attack:パワー:+4 ; special_attack:熱:+2 ; type:TYPE_GHOST:魂:profile:+2 ; type_candidate:TYPE_GHOST:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,76,58,58,67,58,375,TYPE_NORMAL,,unresolved_low_type_evidence,188,151,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1341,appmon,appmon_021,キャメラモン,https://digimon.net/appmon/detail.php?id=21,並,カメラ,ツール,0379c457e64368d291a1f96355b020cd7d606e57bd91df7052c3799d16d86ef4,58,attack:力:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,58,58,357,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1342,appmon,appmon_022,レコモン,https://digimon.net/appmon/detail.php?id=22,並,録音,ツール,35700d839dc7f6f46b3ad28c47907e01357f782390ccb4661fd15f31c7fb62d1,57,attack:力:+2 ; type:TYPE_GRASS:葉:profile:+2 ; type_candidate:TYPE_GRASS:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,58,58,357,TYPE_NORMAL,,unresolved_low_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1343,appmon,appmon_023,カリキュモン,https://digimon.net/appmon/detail.php?id=23,並,電卓,ツール,da1ff7b2011bf4772d06fefa838dbb0d8a95d34a2ab3f5f57cb8326b421e3788,49,speed:一瞬:+3 ; special_attack:レーザー:+4 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,72,76,58,380,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,187,152,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1344,appmon,appmon_024,ゴミモン,https://digimon.net/appmon/detail.php?id=24,並,ごみ箱,ツール,6806fe28dc59c099d76cffd6dbe2b94f9005f04c70527f3e0c1604ddd3a48b90,60,special_attack:データ:+4 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,76,58,366,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,190,149,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1345,appmon,appmon_025,ミラーモン,https://digimon.net/appmon/detail.php?id=25,並,ミラー,ツール,c254949a07d1f48f9db9a957f90e339c8bebc9fb8abab9114d21df68efd1d7e0,57,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1346,appmon,appmon_026,ライトモン,https://digimon.net/appmon/detail.php?id=26,並,ライト,ツール,4ec58c8fa464a6c8737e718178a0dd7600424e03525f3c66b3b577a51a2149e1,58,hp:体力:+4 ; attack:力:+4 ; special_attack:光:+3 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,76,76,58,58,72,58,398,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,184,157,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1347,appmon,appmon_027,ウォッチモン,https://digimon.net/appmon/detail.php?id=27,並,時計,ツール,c64bfefcf5b2703328384c98b431405b758228a4502ecc51f0a83f7af3daaa3a,56,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1348,appmon,appmon_028,ダイアリモン,https://digimon.net/appmon/detail.php?id=28,並,日記帳,ツール,da17228b221b1ad2f470dd648efc162e8142f5664f8dcacdb06343c3c2f525bf,59,attack:力:+2 ; type:TYPE_NORMAL:生活:profile:+2 ; type_candidate:TYPE_NORMAL:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,58,58,357,TYPE_NORMAL,,unresolved_low_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1349,appmon,appmon_029,カレンダモン,https://digimon.net/appmon/detail.php?id=29,並,カレンダー,ツール,ad20408a22dd55fd0ca741dde5a76c985b98b716ca71bb5d5ad1212491e7431c,60,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1350,appmon,appmon_030,オンパモン,https://digimon.net/appmon/detail.php?id=30,並,超音波,ツール,e0d786b56df01491048d1a737c9d793ac470731c7e9bb3d3c7b257c0371aa173,60,special_attack:音波:+8 ; type:TYPE_WATER:ウェーブ:move:+4 ; type_candidate:TYPE_WATER:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,94,58,384,TYPE_NORMAL,,unresolved_low_type_evidence,183,162,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1351,appmon,appmon_031,ジャミングモン,https://digimon.net/appmon/detail.php?id=31,並,ジャミング,ツール,126c73a0bee255be4da682a730081bb05920a1b849d771a1ae6b85696f7e7bf3,59,attack:力:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,58,58,357,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1352,appmon,appmon_032,プロテクモン,https://digimon.net/appmon/detail.php?id=32,並,セキュリティ,システム,7a866984dbdc92efb9966389a7dcd10e03dadbb2edb3d4e05c41e039d1d93979,52,defense:防御:+5 ; defense:盾:+4 ; special_attack:データ:+2 ; type:TYPE_FIRE:フレイム:move:+4 ; type_candidate:TYPE_FIRE:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,98,58,67,58,397,TYPE_NORMAL,,unresolved_low_type_evidence,179,167,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
1353,appmon,appmon_033,ハックモン,https://digimon.net/appmon/detail.php?id=33,並,ハッキング,システム,3ceb965fdba6ec8f617cf205ed473cd7d4c13b12694d6bd43d918e819a0cd2ec,58,attack:力:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,58,58,357,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1354,appmon,appmon_034,バッテリモン,https://digimon.net/appmon/detail.php?id=34,並,バッテリー,システム,5bcf5830798e7e0d976156f069abaadbebf09e8b118222c1fb696c9ca8aa4bcb,59,hp:体力:+4 ; hp:回復:+3 ; attack:力:+4 ; special_attack:エネルギー:+3 ; special_defense:回復:+3 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,90,76,58,58,72,72,426,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,175,171,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
1355,appmon,appmon_035,ペコモン,https://digimon.net/appmon/detail.php?id=35,並,圧縮,システム,9aa8c2cf5311d0ead4289b4d28a027e0e9a4f6ee0028d1b39c2bcc372a1003cc,58,attack:力:+2 ; attack:叩:+2 ; special_attack:データ:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,76,58,58,67,58,375,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,188,151,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1356,appmon,appmon_036,ポコモン,https://digimon.net/appmon/detail.php?id=36,並,解凍,システム,2c60885d1a6cc28dcd065b0ad72f48022176984e72736ce3f619dbdb3bb539bb,58,attack:力:+2 ; special_attack:データ:+4 ; special_attack:熱:+2 ; type:TYPE_ICE:凍:profile:+2 ; type_candidate:TYPE_ICE:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,85,58,384,TYPE_NORMAL,,unresolved_low_type_evidence,184,157,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
1357,appmon,appmon_037,コピペモン,https://digimon.net/appmon/detail.php?id=37,並,コピペ,システム,7d7ab61eb6687a1fe324d3cd815f1d4db702040569a36f77e17cfd5d395de6f7,59,special_attack:データ:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,67,58,357,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1358,appmon,appmon_038,セーブモン,https://digimon.net/appmon/detail.php?id=38,並,バックアップ,システム,f8632c94edb667953216c6460e13c9748f396ce2493915dd68a4e42b5e2f83a8,60,attack:力:+2 ; special_attack:データ:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,67,58,366,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,191,145,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1359,appmon,appmon_039,カベモン,https://digimon.net/appmon/detail.php?id=39,並,壁紙,システム,8ecce8bd8339b6d72b0bce2639d20f93ff7b8a10b61a873fb2b851c1e2170b92,57,attack:力:+2 ; special_attack:光:+3 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,72,58,371,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,189,148,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1360,appmon,appmon_040,エコモン,https://digimon.net/appmon/detail.php?id=40,並,省エネ,システム,d1334d685d08a24961f60b7d2cf79fb0dbc45456ca9cf0c1aae1efb8db8659ce,54,attack:力:+2 ; special_attack:エネルギー:+6 ; type:TYPE_GRASS:葉:profile:+2 ; type_candidate:TYPE_GRASS:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,85,58,384,TYPE_NORMAL,,unresolved_low_type_evidence,184,157,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1361,appmon,appmon_041,ピーポモン,https://digimon.net/appmon/detail.php?id=41,並,注意報,システム,9a1f20e13cb02d33472939bb9ffc6d5a6c99ff06cebf1e1bdaf317fd2b989851,58,power:小型:-1 ; attack:力:+2 ; special_attack:光:+3 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,56,65,56,56,70,56,359,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,192,144,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1362,appmon,appmon_042,デンパモン,https://digimon.net/appmon/detail.php?id=42,並,通信,システム,4ccde7a36af39861977bb3c9408351938c0ce0ffba8f4019f40349c71d3ce165,57,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1363,appmon,appmon_043,オンモン,https://digimon.net/appmon/detail.php?id=43,並,オンライン,ゲーム,4779f82724d3c95792a7559912ba56787282081ecab2e8fc1db7639da5eac2f9,60,attack:力:+4 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,76,58,58,58,58,366,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,190,149,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1364,appmon,appmon_044,オフモン,https://digimon.net/appmon/detail.php?id=44,並,オフライン,ゲーム,ca041b6c85f87c9083cc32b6d49b1907b2edce83e0531823f1800b4b98ef4f0e,59,attack:力:+4 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,76,58,58,58,58,366,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,190,149,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1365,appmon,appmon_045,ドカモン,https://digimon.net/appmon/detail.php?id=45,並,アクション,ゲーム,fd0da5f83996b608a9bab11acb0c90a261c544dd07718d7046bf2e1132299490,59,hp:頑丈:+3 ; attack:力:+4 ; attack:拳:+3 ; attack:パンチ:+3 ; defense:頑丈:+4 ; type:TYPE_FIGHTING:拳:profile:+2 ; type:TYPE_FIGHTING:パンチ:move:+4 ; type_choice:TYPE_FIGHTING:6 ; growth:official_stage_plus_profile_power:medium_fast,72,103,76,58,58,58,425,TYPE_FIGHTING,,resolved_profile_evidence,173,176,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
1366,appmon,appmon_046,ショットモン,https://digimon.net/appmon/detail.php?id=46,並,シューティング,ゲーム,374aa180a1357165b1a9a3dd9c6ad3a3675eb5765c436c5b5429dc9e9bbe715c,49,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1367,appmon,appmon_047,カードモン,https://digimon.net/appmon/detail.php?id=47,並,カード,ゲーム,1bcc7d656dc78c5f363fc24efacb0f1d24a1e9c98089f2cda4736db889bd6093,60,attack:力:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,58,58,357,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1368,appmon,appmon_048,ロープレモン,https://digimon.net/appmon/detail.php?id=48,並,ロープレ,ゲーム,4558199b18b1c131f82798b4a30c38e0188b0d61c02f437f36b34d449a37878a,59,attack:剣:+3 ; special_defense:聖:+2 ; type:TYPE_FAIRY:聖:profile:+2 ; type_candidate:TYPE_FAIRY:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,72,58,58,58,67,371,TYPE_NORMAL,,unresolved_low_type_evidence,189,148,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1369,appmon,appmon_049,パズルモン,https://digimon.net/appmon/detail.php?id=49,並,パズル,ゲーム,15e966c35d901b4ddf46523189ce37e0456120a2597740e7b23d8511bde3ccaa,60,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1370,appmon,appmon_050,ダンスモン,https://digimon.net/appmon/detail.php?id=50,並,リズム,ゲーム,40c9df9f3e769f4feb7a0984f4cc64c56de224856c4c4766bd0da58fe6cdff25,60,attack:拳:+3 ; type:TYPE_FIGHTING:拳:profile:+2 ; type_candidate:TYPE_FIGHTING:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,72,58,58,58,58,362,TYPE_NORMAL,,unresolved_low_type_evidence,191,146,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1371,appmon,appmon_051,レースモン,https://digimon.net/appmon/detail.php?id=51,並,レース,ゲーム,fedc3980b08c757ac97450aa09f5eea3356c408d0a393870a2876697de24ff1d,57,attack:力:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,58,58,357,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1372,appmon,appmon_052,ドローモン,https://digimon.net/appmon/detail.php?id=52,並,ペイント,エンタメ,621f40c5616916fee2833deb5abb0eb28dab93ee02bb6e783ef86532ecd0c497,58,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1373,appmon,appmon_053,テラーモン,https://digimon.net/appmon/detail.php?id=53,並,占い,エンタメ,546fc3ccc4ea74dc2b5f5391a03f4e2b5074ebe6cd9aa6b08dca4b4f56b4d3db,60,special_attack:データ:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,67,58,357,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1374,appmon,appmon_054,ミュージモン,https://digimon.net/appmon/detail.php?id=54,並,音楽,エンタメ,bfdcc00c087b5093708045ff6a23f0025f3c32dbfdd6951ef585f61fe3ed8f5f,49,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1375,appmon,appmon_055,ペロリモン,https://digimon.net/appmon/detail.php?id=55,並,グルメ,エンタメ,1a25058318ddb4e6c89fa64ec61d3862531bf0601298a48d8b35b5c38f1e7a75,53,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1376,appmon,appmon_056,ドーガモン,https://digimon.net/appmon/detail.php?id=56,並,動画,エンタメ,36e40fb635df698723b6ec29f0d23420023fc6646dca0da9440ec87586e8d49f,55,stats:balanced:no_specialization_signal_in_official_text ; type:TYPE_DARK:ダーク:move:+4 ; type_candidate:TYPE_DARK:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_low_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1377,appmon,appmon_057,ドレスモン,https://digimon.net/appmon/detail.php?id=57,並,ファッション,エンタメ,ef38f4160e15c175c57ae0b67e6e2286cc640c7c21b137ae11aeb7847d793e11,55,attack:力:+2 ; special_attack:データ:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,67,58,58,67,58,366,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,191,145,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1378,appmon,appmon_058,ブックモン,https://digimon.net/appmon/detail.php?id=58,並,電子書籍,エンタメ,8bda1c6eca0c2255bd5b2dc254cfc6e761b3bc141bc13aa4f9dd6b79d9b102cb,54,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1379,appmon,appmon_059,ガシャモン,https://digimon.net/appmon/detail.php?id=59,並,ガシャ,エンタメ,e1ecea6cee0170da671847a35163f296e9279a60616be4e3e24688a345661fec,54,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1380,appmon,appmon_060,ラックモン,https://digimon.net/appmon/detail.php?id=60,並,スロット,エンタメ,8a6367aeaf242754613f2d5d8826423706ba12d9a68d9c185920c969a7a5a993,61,stats:balanced:no_specialization_signal_in_official_text ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
1381,appmon,appmon_061,トリックモン,https://digimon.net/appmon/detail.php?id=61,並,手品,エンタメ,55517f32f429b3af4d30ebbb38009fe77d729d6f6f1060311a356440dbcf473a,59,special_attack:データ:+2 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,67,58,357,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
