species_id,source_kind,source_id,name_ja,official_level_or_grade,gameplay_origin,balance_tier,archetype,bst,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,growth_rate,catch_rate,exp_yield,battle_affinity,runtime_status
1051,digimon,vegimon,ベジーモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1052,digimon,bladekuwagamon,ブレイドクワガーモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1053,digimon,flarelizamon,フレアリザモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1054,digimon,blimpmon,ブリンプモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1055,digimon,blacktailmon,ブラックテイルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1056,digimon,blackgrowmon,ブラックグラウモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1057,digimon,platinasukamon,プラチナスカモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1058,digimon,flymon,フライモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1059,digimon,hookmon,フックモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1060,digimon,boogiemon,ブギーモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1061,digimon,fugamon,フーガモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1062,digimon,v-dramon,ブイドラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1063,digimon,fangmon,ファングモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1064,digimon,firamon,ファイラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1065,digimon,hyougamon,ヒョーガモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1066,digimon,petermon,ピーターモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1067,digimon,hanumon,ハヌモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1068,digimon,bakemon,バケモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1069,digimon,baohuckmon,バオハックモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1070,digimon,birdramon,バードラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1071,digimon,numemon,ヌメモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1072,digimon,nisedrimogemon,ニセドリモゲモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1073,digimon,nanimon,ナニモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1074,digimon,knightchessmon,ナイトチェスモン（白）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1075,digimon,knightchessmon_black,ナイトチェスモン（黒）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1076,digimon,dorugamon,ドルガモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1077,digimon,drimogemon,ドリモゲモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1078,digimon,tobucatmon,トブキャットモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1079,digimon,dogmon,ドッグモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1080,digimon,togemon,トゲモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1081,digimon,dokugumon,ドクグモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1082,digimon,dobermon,ドーベルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1083,digimon,tortamon,トータモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1084,digimon,turuiemon,トゥルイエモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1085,digimon,deltamon,デルタモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1086,digimon,devimon,デビモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1087,digimon,devidramon,デビドラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1088,digimon,death-x-dorugamon,デクスドルガモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1089,digimon,tailmon,テイルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1090,digimon,tyranomon,ティラノモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1091,digimon,diatrymon,ディアトリモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1092,digimon,tuchidarumon,ツチダルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1093,digimon,tankmon,タンクモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1094,digimon,darcmon,ダルクモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1095,digimon,tuskmon,タスクモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1096,digimon,targetmon,ターゲットモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1097,digimon,darklizamon,ダークリザモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1098,digimon,darktyranomon,ダークティラノモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1099,digimon,sorcerimon,ソーサリモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1100,digimon,soulmon,ソウルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1101,digimon,saberdramon,セーバードラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1102,digimon,zubaeagermon,ズバイガーモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1103,digimon,snimon,スナイモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1104,digimon,strikedramon,ストライクドラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1105,digimon,stingmon,スティングモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1106,digimon,starmon,スターモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1107,digimon,scumon,スカモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1108,digimon,junglemojamon,ジャングルモジャモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1109,digimon,shimaunimon,シマユニモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1110,digimon,sistermonnoir,シスタモン ノワール,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1111,digimon,geogreymon,ジオグレイモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1112,digimon,shellmon,シェルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1113,digimon,shademon,シェイドモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1114,digimon,sealsdramon,シールズドラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1115,digimon,coelamon,シーラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1116,digimon,seadramon,シードラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1117,digimon,siesamon,シーサモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1118,digimon,sunflowmon,サンフラウモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1119,digimon,thunderballmon,サンダーボールモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1120,digimon,sangloupmon,サングルゥモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1121,digimon,zassoumon,ザッソーモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1122,digimon,cyclomon,サイクロモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1123,digimon,gorimon,ゴリモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1124,digimon,gokimon,ゴキモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1125,digimon,golemon,ゴーレモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1126,digimon,cockatrimon,コカトリモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1127,digimon,kougamon,コウガモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1128,digimon,coredramon_g,コアドラモン（緑）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1129,digimon,coredramon_b,コアドラモン（青）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1130,digimon,centalmon,ケンタルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1131,digimon,geremon,ゲレモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1132,digimon,gesomon,ゲソモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1133,digimon,kuwagamon,クワガーモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1134,digimon,clockmon,クロックモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1135,digimon,greymon-first,グレイモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1136,digimon,gururumon,グルルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1137,digimon,gryzmon,グリズモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1138,digimon,chrysalimon,クリサリモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1139,digimon,growmon,グラウモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1140,digimon,ginryumon,ギンリュウモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1141,digimon,ginkakumon,ギンカクモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1142,digimon,kinkakumon,キンカクモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1143,digimon,kyubimon,キュウビモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1144,digimon,kiwimon,キウイモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1145,digimon,gawappamon,ガワッパモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1146,digimon,garurumon,ガルルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1147,digimon,galgomon,ガルゴモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1148,digimon,karatukinumemon,カラツキヌメモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1149,digimon,kabuterimon,カブテリモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1150,digimon,guardromon,ガードロモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1151,digimon,gaogamon,ガオガモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1152,digimon,omekamon,オメカモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1153,digimon,octmon,オクタモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1154,digimon,orgemon,オーガモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1155,digimon,angemon,エンジェモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1156,digimon,ebidramon,エビドラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1157,digimon,xv-mon,エクスブイモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1158,digimon,airdramon,エアドラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1159,digimon,woodmon,ウッドモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1160,digimon,wendimon,ウェンディモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1161,digimon,witchmon,ウィッチモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1162,digimon,wizarmon,ウィザーモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1163,digimon,evilmon,イビルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1164,digimon,ikkakumon,イッカクモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1165,digimon,igamon,イガモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1166,digimon,ankylomon,アンキロモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1167,digimon,aquilamon,アクィラモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1168,digimon,akatorimon,アカトリモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1169,digimon,icemon,アイスモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1170,digimon,aegiomon,アイギオモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
1171,digimon,wormmon,ワームモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical_tank,330,61,58,72,41,41,57,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1172,digimon,lopmon,ロップモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical,330,56,68,55,52,44,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1173,digimon,renamon,レナモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_special,330,50,44,50,70,65,51,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1174,digimon,liollmon,レオルモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,balanced,330,55,55,55,55,55,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1175,digimon,lunamon,ルナモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,special,330,56,44,52,55,68,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1176,digimon,lucemon,ルーチェモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical,330,56,68,55,52,44,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1177,digimon,ryudamon,リュウダモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical_tank,330,61,58,72,41,41,57,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1178,digimon,lalamon,ララモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,balanced,330,55,55,55,55,55,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1179,digimon,labramon,ラブラモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,special,330,56,44,52,55,68,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1180,digimon,yukiagumon,ユキアグモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,mixed,330,56,61,49,55,60,49,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1181,digimon,monodramon,モノドラモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_special,330,50,44,50,70,65,51,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1182,digimon,muchomon,ムーチョモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,special_tank,330,61,42,58,44,57,68,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1183,digimon,mushmon,マッシュモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_physical,330,50,67,46,71,44,52,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1184,digimon,bokomon,ボコモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,mixed,330,56,61,49,55,60,49,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1185,digimon,paunchessmon-white,ポーンチェスモン（白）,成長期,project_generated_gameplay_v0_noncanonical,成長期,balanced,330,55,55,55,55,55,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1186,digimon,paunchessmon,ポーンチェスモン（黒）,成長期,project_generated_gameplay_v0_noncanonical,成長期,balanced,330,55,55,55,55,55,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1187,digimon,hawkmon,ホークモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,mixed,330,56,61,49,55,60,49,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1188,digimon,penmon,ペンモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical,330,56,68,55,52,44,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1189,digimon,betamon,ベタモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,special,330,56,44,52,55,68,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1190,digimon,bearmon,ベアモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,special,330,56,44,52,55,68,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1191,digimon,plotmon,プロットモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical,330,56,68,55,52,44,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1192,digimon,floramon,フローラモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,special_tank,330,61,42,58,44,57,68,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1193,digimon,v-mon,ブイモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_physical,330,50,67,46,71,44,52,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1194,digimon,funbeemon,ファンビーモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical_tank,330,61,58,72,41,41,57,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1195,digimon,falcomon,ファルコモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_physical,330,50,67,46,71,44,52,medium_fast,180,70,neutral_v0,playtest_parameter_ready
1196,digimon,phascomon,ファスコモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,special,330,56,44,52,55,68,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
