local_index,glyph_id_hex,glyph_id_decimal,char,codepoint,source,source_encoding,source_bbx,canonical_text,canonical_glyph_appearance
575,0x043F,1087,飢,U+98E2,M+ Bitmap Font mplus_j12r,JISX0208 0x3532,"12x13+0,-2",yes,no (font-v0 fallback)
576,0x0440,1088,飯,U+98EF,M+ Bitmap Font mplus_j12r,JISX0208 0x4853,"12x13+0,-2",yes,no (font-v0 fallback)
577,0x0441,1089,飲,U+98F2,M+ Bitmap Font mplus_j12r,JISX0208 0x307B,"12x13+0,-2",yes,no (font-v0 fallback)
578,0x0442,1090,餓,U+9913,M+ Bitmap Font mplus_j12r,JISX0208 0x326E,"12x13+0,-2",yes,no (font-v0 fallback)
579,0x0443,1091,饕,U+9955,M+ Bitmap Font mplus_j12r,JISX0208 0x7143,"12x13+0,-2",yes,no (font-v0 fallback)
580,0x0444,1092,首,U+9996,M+ Bitmap Font mplus_j12r,JISX0208 0x3C73,"12x13+0,-2",yes,no (font-v0 fallback)
581,0x0445,1093,香,U+9999,M+ Bitmap Font mplus_j12r,JISX0208 0x3961,"12x13+0,-2",yes,no (font-v0 fallback)
582,0x0446,1094,馬,U+99AC,M+ Bitmap Font mplus_j12r,JISX0208 0x474F,"12x13+0,-2",yes,no (font-v0 fallback)
583,0x0447,1095,馳,U+99B3,M+ Bitmap Font mplus_j12r,JISX0208 0x435A,"12x13+0,-2",yes,no (font-v0 fallback)
584,0x0448,1096,駆,U+99C6,M+ Bitmap Font mplus_j12r,JISX0208 0x366E,"12x13+0,-2",yes,no (font-v0 fallback)
585,0x0449,1097,騎,U+9A0E,M+ Bitmap Font mplus_j12r,JISX0208 0x3533,"12x13+0,-2",yes,no (font-v0 fallback)
586,0x044A,1098,骨,U+9AA8,M+ Bitmap Font mplus_j12r,JISX0208 0x397C,"12x13+0,-2",yes,no (font-v0 fallback)
587,0x044B,1099,骸,U+9AB8,M+ Bitmap Font mplus_j12r,JISX0208 0x333C,"12x13+0,-2",yes,no (font-v0 fallback)
588,0x044C,1100,髏,U+9ACF,M+ Bitmap Font mplus_j12r,JISX0208 0x7170,"12x13+0,-2",yes,no (font-v0 fallback)
589,0x044D,1101,髑,U+9AD1,M+ Bitmap Font mplus_j12r,JISX0208 0x7171,"12x13+0,-2",yes,no (font-v0 fallback)
590,0x044E,1102,高,U+9AD8,M+ Bitmap Font mplus_j12r,JISX0208 0x3962,"12x13+0,-2",yes,no (font-v0 fallback)
591,0x044F,1103,髪,U+9AEA,M+ Bitmap Font mplus_j12r,JISX0208 0x4831,"12x13+0,-2",yes,no (font-v0 fallback)
592,0x0450,1104,鬧,U+9B27,M+ Bitmap Font mplus_j12r,JISX0208 0x7229,"12x13+0,-2",yes,no (font-v0 fallback)
593,0x0451,1105,鬼,U+9B3C,M+ Bitmap Font mplus_j12r,JISX0208 0x3534,"12x13+0,-2",yes,no (font-v0 fallback)
594,0x0452,1106,魂,U+9B42,M+ Bitmap Font mplus_j12r,JISX0208 0x3A32,"12x13+0,-2",yes,no (font-v0 fallback)
595,0x0453,1107,魄,U+9B44,M+ Bitmap Font mplus_j12r,JISX0208 0x7230,"12x13+0,-2",yes,no (font-v0 fallback)
596,0x0454,1108,魅,U+9B45,M+ Bitmap Font mplus_j12r,JISX0208 0x4C25,"12x13+0,-2",yes,no (font-v0 fallback)
597,0x0455,1109,魔,U+9B54,M+ Bitmap Font mplus_j12r,JISX0208 0x4B62,"12x13+0,-2",yes,no (font-v0 fallback)
598,0x0456,1110,魚,U+9B5A,M+ Bitmap Font mplus_j12r,JISX0208 0x357B,"12x13+0,-2",yes,no (font-v0 fallback)
599,0x0457,1111,鳥,U+9CE5,M+ Bitmap Font mplus_j12r,JISX0208 0x443B,"12x13+0,-2",yes,no (font-v0 fallback)
600,0x0458,1112,鳴,U+9CF4,M+ Bitmap Font mplus_j12r,JISX0208 0x4C44,"12x13+0,-2",yes,no (font-v0 fallback)
601,0x0459,1113,鷹,U+9DF9,M+ Bitmap Font mplus_j12r,JISX0208 0x426B,"12x13+0,-2",yes,no (font-v0 fallback)
602,0x045A,1114,鹹,U+9E79,M+ Bitmap Font mplus_j12r,JISX0208 0x7344,"12x13+0,-2",yes,no (font-v0 fallback)
603,0x045B,1115,麁,U+9E81,M+ Bitmap Font mplus_j12r,JISX0208 0x7346,"12x13+0,-2",yes,no (font-v0 fallback)
604,0x045C,1116,黄,U+9EC4,M+ Bitmap Font mplus_j12r,JISX0208 0x322B,"12x13+0,-2",yes,no (font-v0 fallback)
605,0x045D,1117,黏,U+9ECF,M+ Bitmap Font mplus_j12r,JISX0208 0x7356,"12x13+0,-2",yes,no (font-v0 fallback)
606,0x045E,1118,黒,U+9ED2,M+ Bitmap Font mplus_j12r,JISX0208 0x3975,"12x13+0,-2",yes,no (font-v0 fallback)
607,0x045F,1119,鼓,U+9F13,M+ Bitmap Font mplus_j12r,JISX0208 0x385D,"12x13+0,-2",yes,no (font-v0 fallback)
608,0x0460,1120,龍,U+9F8D,M+ Bitmap Font mplus_j12r,JISX0208 0x4E36,"12x13+0,-2",yes,no (font-v0 fallback)
609,0x0461,1121,＆,U+FF06,M+ Bitmap Font mplus_j12r,JISX0208 0x2175,"12x13+0,-2",yes,no (font-v0 fallback)
610,0x0462,1122,（,U+FF08,M+ Bitmap Font mplus_j12r,JISX0208 0x214A,"12x13+0,-2",yes,no (font-v0 fallback)
611,0x0463,1123,）,U+FF09,M+ Bitmap Font mplus_j12r,JISX0208 0x214B,"12x13+0,-2",yes,no (font-v0 fallback)
612,0x0464,1124,＋,U+FF0B,M+ Bitmap Font mplus_j12r,JISX0208 0x215C,"12x13+0,-2",yes,no (font-v0 fallback)
613,0x0465,1125,－,U+FF0D,M+ Bitmap Font mplus_j12r,JISX0208 0x215D,"12x13+0,-2",yes,no (font-v0 fallback)
614,0x0466,1126,０,U+FF10,M+ Bitmap Font mplus_j12r,JISX0208 0x2330,"12x13+0,-2",yes,no (font-v0 fallback)
615,0x0467,1127,１,U+FF11,M+ Bitmap Font mplus_j12r,JISX0208 0x2331,"12x13+0,-2",yes,no (font-v0 fallback)
616,0x0468,1128,２,U+FF12,M+ Bitmap Font mplus_j12r,JISX0208 0x2332,"12x13+0,-2",yes,no (font-v0 fallback)
617,0x0469,1129,３,U+FF13,M+ Bitmap Font mplus_j12r,JISX0208 0x2333,"12x13+0,-2",yes,no (font-v0 fallback)
618,0x046A,1130,６,U+FF16,M+ Bitmap Font mplus_j12r,JISX0208 0x2336,"12x13+0,-2",yes,no (font-v0 fallback)
619,0x046B,1131,７,U+FF17,M+ Bitmap Font mplus_j12r,JISX0208 0x2337,"12x13+0,-2",yes,no (font-v0 fallback)
620,0x046C,1132,８,U+FF18,M+ Bitmap Font mplus_j12r,JISX0208 0x2338,"12x13+0,-2",yes,no (font-v0 fallback)
621,0x046D,1133,９,U+FF19,M+ Bitmap Font mplus_j12r,JISX0208 0x2339,"12x13+0,-2",yes,no (font-v0 fallback)
622,0x046E,1134,：,U+FF1A,M+ Bitmap Font mplus_j12r,JISX0208 0x2127,"12x13+0,-2",yes,no (font-v0 fallback)
623,0x046F,1135,＝,U+FF1D,M+ Bitmap Font mplus_j12r,JISX0208 0x2161,"12x13+0,-2",yes,no (font-v0 fallback)
624,0x0470,1136,Ｂ,U+FF22,M+ Bitmap Font mplus_j12r,JISX0208 0x2342,"12x13+0,-2",yes,no (font-v0 fallback)
625,0x0471,1137,Ｃ,U+FF23,M+ Bitmap Font mplus_j12r,JISX0208 0x2343,"12x13+0,-2",yes,no (font-v0 fallback)
626,0x0472,1138,Ｄ,U+FF24,M+ Bitmap Font mplus_j12r,JISX0208 0x2344,"12x13+0,-2",yes,no (font-v0 fallback)
627,0x0473,1139,Ｅ,U+FF25,M+ Bitmap Font mplus_j12r,JISX0208 0x2345,"12x13+0,-2",yes,no (font-v0 fallback)
628,0x0474,1140,Ｇ,U+FF27,M+ Bitmap Font mplus_j12r,JISX0208 0x2347,"12x13+0,-2",yes,no (font-v0 fallback)
629,0x0475,1141,Ｊ,U+FF2A,M+ Bitmap Font mplus_j12r,JISX0208 0x234A,"12x13+0,-2",yes,no (font-v0 fallback)
630,0x0476,1142,Ｌ,U+FF2C,M+ Bitmap Font mplus_j12r,JISX0208 0x234C,"12x13+0,-2",yes,no (font-v0 fallback)
631,0x0477,1143,Ｍ,U+FF2D,M+ Bitmap Font mplus_j12r,JISX0208 0x234D,"12x13+0,-2",yes,no (font-v0 fallback)
632,0x0478,1144,Ｏ,U+FF2F,M+ Bitmap Font mplus_j12r,JISX0208 0x234F,"12x13+0,-2",yes,no (font-v0 fallback)
633,0x0479,1145,Ｒ,U+FF32,M+ Bitmap Font mplus_j12r,JISX0208 0x2352,"12x13+0,-2",yes,no (font-v0 fallback)
634,0x047A,1146,Ｕ,U+FF35,M+ Bitmap Font mplus_j12r,JISX0208 0x2355,"12x13+0,-2",yes,no (font-v0 fallback)
635,0x047B,1147,Ｖ,U+FF36,M+ Bitmap Font mplus_j12r,JISX0208 0x2356,"12x13+0,-2",yes,no (font-v0 fallback)
636,0x047C,1148,Ｘ,U+FF38,M+ Bitmap Font mplus_j12r,JISX0208 0x2358,"12x13+0,-2",yes,no (font-v0 fallback)
637,0x047D,1149,Ｙ,U+FF39,M+ Bitmap Font mplus_j12r,JISX0208 0x2359,"12x13+0,-2",yes,no (font-v0 fallback)
638,0x047E,1150,Ｚ,U+FF3A,M+ Bitmap Font mplus_j12r,JISX0208 0x235A,"12x13+0,-2",yes,no (font-v0 fallback)
639,0x047F,1151,＿,U+FF3F,M+ Bitmap Font mplus_j12r,JISX0208 0x2132,"12x13+0,-2",yes,no (font-v0 fallback)
640,0x0480,1152,～,U+FF5E,M+ Bitmap Font mplus_j12r,JISX0208 0x2141,"12x13+0,-2",yes,no (font-v0 fallback)
641,0x0481,1153,￥,U+FFE5,M+ Bitmap Font mplus_j12r,JISX0208 0x216F,"12x13+0,-2",yes,no (font-v0 fallback)
